Season,Name,Conference,W,L,T,PCT
2025,South Fla.,American Athletic,31.0,25.0,0.0,0.5535714285714286
2017,Southeast Mo. St.,Ohio Valley,29.0,26.0,0.0,0.527
2018,Southeast Mo. St.,Ohio Valley,27.0,30.0,0.0,0.474
2019,Southeast Mo. St.,Ohio Valley,23.0,32.0,0.0,0.418
2021,Southeast Mo. St.,Ohio Valley,30.0,22.0,0.0,0.577
2022,Southeast Mo. St.,Ohio Valley,37.0,22.0,0.0,0.627
2023,Southeast Mo. St.,Ohio Valley,26.0,30.0,0.0,0.464
2024,Southeast Mo. St.,Ohio Valley,36.0,27.0,0.0,0.571
2025,Southeast Mo. St.,Ohio Valley,30.0,25.0,0.0,0.5454545454545454
2017,Southeastern La.,Southland,37.0,22.0,0.0,0.627
2018,Southeastern La.,Southland,37.0,22.0,0.0,0.627
2019,Southeastern La.,Southland,33.0,27.0,0.0,0.55
2021,Southeastern La.,Southland,32.0,24.0,0.0,0.571
2022,Southeastern La.,Southland,30.0,31.0,0.0,0.492
2023,Southeastern La.,Southland,25.0,25.0,0.0,0.5
2024,Southeastern La.,Southland,30.0,28.0,0.0,0.517
2025,Southeastern La.,Southland,38.0,16.0,0.0,0.7037037037037037
2017,Southern California,Big Ten,21.0,34.0,0.0,0.382
2018,Southern California,Big Ten,26.0,28.0,0.0,0.481
2019,Southern California,Big Ten,25.0,29.0,1.0,0.464
2021,Southern California,Big Ten,25.0,26.0,0.0,0.49
2022,Southern California,Big Ten,25.0,28.0,0.0,0.472
2023,Southern California,Big Ten,34.0,23.0,1.0,0.595
2024,Southern California,Big Ten,31.0,28.0,0.0,0.525
2025,Southern California,Big Ten,37.0,23.0,0.0,0.6166666666666667
2017,Southern Ill.,Missouri Valley,27.0,30.0,0.0,0.474
2018,Southern Ill.,Missouri Valley,28.0,30.0,0.0,0.483
2019,Southern Ill.,Missouri Valley,26.0,29.0,0.0,0.473
2021,Southern Ill.,Missouri Valley,40.0,20.0,0.0,0.667
2022,Southern Ill.,Missouri Valley,44.0,16.0,0.0,0.733
2023,Southern Ill.,Missouri Valley,30.0,27.0,0.0,0.526
2024,Southern Ill.,Missouri Valley,33.0,27.0,0.0,0.55
2025,Southern Ill.,Missouri Valley,37.0,20.0,0.0,0.6491228070175439
2017,Southern Miss.,Sun Belt,50.0,16.0,0.0,0.758
2018,Southern Miss.,Sun Belt,44.0,18.0,0.0,0.71
2019,Southern Miss.,Sun Belt,40.0,21.0,0.0,0.656
2021,Southern Miss.,Sun Belt,40.0,21.0,0.0,0.656
2022,Southern Miss.,Sun Belt,47.0,19.0,0.0,0.712
2023,Southern Miss.,Sun Belt,46.0,20.0,0.0,0.697
2024,Southern Miss.,Sun Belt,43.0,20.0,0.0,0.683
2025,Southern Miss.,Sun Belt,47.0,16.0,0.0,0.746031746031746
2017,Southern U.,SWAC,17.0,27.0,0.0,0.386
2018,Southern U.,SWAC,9.0,33.0,0.0,0.214
2019,Southern U.,SWAC,32.0,24.0,0.0,0.571
2021,Southern U.,SWAC,20.0,30.0,0.0,0.4
2022,Southern U.,SWAC,27.0,31.0,0.0,0.466
2023,Southern U.,SWAC,23.0,28.0,0.0,0.451
2024,Southern U.,SWAC,22.0,29.0,0.0,0.431
2025,Southern U.,SWAC,24.0,27.0,0.0,0.47058823529411764
2017,St. Bonaventure,Atlantic 10,26.0,22.0,0.0,0.542
2018,St. Bonaventure,Atlantic 10,10.0,33.0,0.0,0.233
2019,St. Bonaventure,Atlantic 10,13.0,32.0,0.0,0.289
2021,St. Bonaventure,Atlantic 10,7.0,24.0,0.0,0.226
2022,St. Bonaventure,Atlantic 10,5.0,39.0,0.0,0.114
2023,St. Bonaventure,Atlantic 10,8.0,40.0,0.0,0.167
2024,St. Bonaventure,Atlantic 10,18.0,31.0,0.0,0.367
2025,St. Bonaventure,Atlantic 10,20.0,29.0,0.0,0.40816326530612246
2017,St. John's (NY),Big East,42.0,13.0,0.0,0.764
2018,St. John's (NY),Big East,40.0,17.0,0.0,0.702
2019,St. John's (NY),Big East,31.0,23.0,0.0,0.574
2021,St. John's (NY),Big East,19.0,21.0,0.0,0.475
2022,St. John's (NY),Big East,22.0,32.0,1.0,0.409
2023,St. John's (NY),Big East,28.0,25.0,0.0,0.528
2024,St. John's (NY),Big East,38.0,18.0,1.0,0.675
2025,St. John's (NY),Big East,29.0,24.0,0.0,0.5471698113207547
2017,Stanford,ACC,42.0,16.0,0.0,0.724
2018,Stanford,ACC,46.0,12.0,0.0,0.793
2019,Stanford,ACC,45.0,14.0,0.0,0.763
2021,Stanford,ACC,39.0,17.0,0.0,0.696
2022,Stanford,ACC,47.0,18.0,0.0,0.723
2023,Stanford,ACC,44.0,20.0,0.0,0.688
2024,Stanford,ACC,22.0,33.0,0.0,0.4
2025,Stanford,ACC,27.0,25.0,0.0,0.5192307692307693
2017,Stetson,Atlantic Sun,27.0,29.0,0.0,0.482
2018,Stetson,Atlantic Sun,48.0,13.0,0.0,0.787
2019,Stetson,Atlantic Sun,27.0,32.0,0.0,0.458
2021,Stetson,Atlantic Sun,26.0,23.0,0.0,0.531
2022,Stetson,Atlantic Sun,26.0,29.0,0.0,0.473
2023,Stetson,Atlantic Sun,35.0,23.0,0.0,0.603
2024,Stetson,Atlantic Sun,41.0,22.0,0.0,0.651
2025,Stetson,Atlantic Sun,41.0,22.0,0.0,0.6507936507936508
2017,Stony Brook,Coastal Athletic,26.0,26.0,0.0,0.5
2018,Stony Brook,Coastal Athletic,32.0,25.0,0.0,0.561
2019,Stony Brook,Coastal Athletic,31.0,23.0,0.0,0.574
2021,Stony Brook,Coastal Athletic,31.0,18.0,0.0,0.633
2022,Stony Brook,Coastal Athletic,27.0,25.0,0.0,0.519
2023,Stony Brook,Coastal Athletic,23.0,29.0,0.0,0.442
2024,Stony Brook,Coastal Athletic,24.0,28.0,0.0,0.462
2025,Stony Brook,Coastal Athletic,25.0,27.0,0.0,0.4807692307692308
2017,TCU,Big 12,50.0,18.0,0.0,0.735
2018,TCU,Big 12,33.0,23.0,0.0,0.589
2019,TCU,Big 12,34.0,28.0,0.0,0.548
2021,TCU,Big 12,41.0,19.0,0.0,0.683
2022,TCU,Big 12,38.0,22.0,0.0,0.633
2023,TCU,Big 12,44.0,24.0,0.0,0.647
2024,TCU,Big 12,33.0,21.0,0.0,0.611
2025,TCU,Big 12,39.0,20.0,0.0,0.6610169491525424
2025,Tarleton St.,WAC,24.0,32.0,0.0,0.42857142857142855
2017,Tennessee,SEC,27.0,25.0,0.0,0.519
2018,Tennessee,SEC,29.0,27.0,0.0,0.518
2019,Tennessee,SEC,40.0,21.0,0.0,0.656
2021,Tennessee,SEC,50.0,18.0,0.0,0.735
2022,Tennessee,SEC,57.0,9.0,0.0,0.864
2023,Tennessee,SEC,44.0,22.0,0.0,0.667
2024,Tennessee,SEC,59.0,13.0,0.0,0.819
2025,Tennessee,SEC,46.0,19.0,0.0,0.7076923076923077
2017,Tennessee Tech,Ohio Valley,41.0,21.0,0.0,0.661
2018,Tennessee Tech,Ohio Valley,53.0,12.0,0.0,0.815
2019,Tennessee Tech,Ohio Valley,22.0,32.0,0.0,0.407
2021,Tennessee Tech,Ohio Valley,22.0,25.0,0.0,0.468
2022,Tennessee Tech,Ohio Valley,30.0,27.0,0.0,0.526
2023,Tennessee Tech,Ohio Valley,21.0,34.0,0.0,0.382
2024,Tennessee Tech,Ohio Valley,29.0,26.0,0.0,0.527
2025,Tennessee Tech,Ohio Valley,37.0,20.0,0.0,0.6491228070175439
2017,Texas,SEC,39.0,24.0,0.0,0.619
2018,Texas,SEC,42.0,23.0,0.0,0.646
2019,Texas,SEC,27.0,27.0,0.0,0.5
2021,Texas,SEC,50.0,17.0,0.0,0.746
2022,Texas,SEC,47.0,22.0,0.0,0.681
2023,Texas,SEC,42.0,22.0,0.0,0.656
2024,Texas,SEC,36.0,24.0,0.0,0.6
2025,Texas,SEC,44.0,14.0,0.0,0.7586206896551724
2017,Texas A&M,SEC,41.0,23.0,0.0,0.641
2018,Texas A&M,SEC,40.0,22.0,0.0,0.645
2019,Texas A&M,SEC,39.0,23.0,1.0,0.627
2021,Texas A&M,SEC,29.0,27.0,0.0,0.518
2022,Texas A&M,SEC,44.0,20.0,0.0,0.688
2023,Texas A&M,SEC,38.0,27.0,0.0,0.585
2024,Texas A&M,SEC,53.0,14.0,0.0,0.791
2025,Texas A&M,SEC,30.0,26.0,0.0,0.5357142857142857
2017,Texas Southern,SWAC,20.0,34.0,0.0,0.37
2018,Texas Southern,SWAC,27.0,28.0,0.0,0.491
2019,Texas Southern,SWAC,20.0,34.0,0.0,0.37
2021,Texas Southern,SWAC,12.0,35.0,0.0,0.255
2022,Texas Southern,SWAC,28.0,25.0,0.0,0.528
2023,Texas Southern,SWAC,31.0,22.0,0.0,0.585
2024,Texas Southern,SWAC,23.0,25.0,0.0,0.479
2025,Texas Southern,SWAC,22.0,32.0,0.0,0.4074074074074074
2017,Texas St.,Sun Belt,29.0,30.0,0.0,0.492
2018,Texas St.,Sun Belt,30.0,28.0,1.0,0.517
2019,Texas St.,Sun Belt,36.0,20.0,0.0,0.643
2021,Texas St.,Sun Belt,21.0,36.0,0.0,0.368
2022,Texas St.,Sun Belt,47.0,14.0,0.0,0.77
2023,Texas St.,Sun Belt,36.0,23.0,0.0,0.61
2024,Texas St.,Sun Belt,27.0,29.0,0.0,0.482
2025,Texas St.,Sun Belt,27.0,31.0,0.0,0.46551724137931033
2017,Texas Tech,Big 12,45.0,17.0,0.0,0.726
2018,Texas Tech,Big 12,45.0,20.0,0.0,0.692
2019,Texas Tech,Big 12,46.0,20.0,0.0,0.697
2021,Texas Tech,Big 12,39.0,17.0,0.0,0.696
2022,Texas Tech,Big 12,39.0,22.0,0.0,0.639
2023,Texas Tech,Big 12,41.0,23.0,0.0,0.641
2024,Texas Tech,Big 12,33.0,26.0,0.0,0.559
2025,Texas Tech,Big 12,20.0,33.0,0.0,0.37735849056603776
2017,The Citadel,Southern Conference,16.0,35.0,0.0,0.314
2018,The Citadel,Southern Conference,19.0,34.0,0.0,0.358
2019,The Citadel,Southern Conference,12.0,43.0,0.0,0.218
2021,The Citadel,Southern Conference,12.0,39.0,0.0,0.235
2022,The Citadel,Southern Conference,26.0,31.0,0.0,0.456
2023,The Citadel,Southern Conference,23.0,31.0,0.0,0.426
2024,The Citadel,Southern Conference,21.0,32.0,0.0,0.396
2025,The Citadel,Southern Conference,31.0,26.0,0.0,0.543859649122807
2017,Toledo,Mid-American,17.0,41.0,0.0,0.293
2018,Toledo,Mid-American,22.0,33.0,0.0,0.4
2019,Toledo,Mid-American,17.0,36.0,0.0,0.321
2021,Toledo,Mid-American,23.0,33.0,0.0,0.411
2022,Toledo,Mid-American,33.0,25.0,0.0,0.569
2023,Toledo,Mid-American,26.0,29.0,0.0,0.473
2024,Toledo,Mid-American,27.0,32.0,0.0,0.458
2025,Toledo,Mid-American,32.0,29.0,0.0,0.5245901639344263
2017,Towson,Coastal Athletic,20.0,34.0,0.0,0.37
2018,Towson,Coastal Athletic,13.0,42.0,0.0,0.236
2019,Towson,Coastal Athletic,14.0,39.0,0.0,0.264
2021,Towson,Coastal Athletic,21.0,36.0,0.0,0.368
2022,Towson,Coastal Athletic,14.0,39.0,0.0,0.264
2023,Towson,Coastal Athletic,19.0,37.0,0.0,0.339
2024,Towson,Coastal Athletic,15.0,39.0,0.0,0.278
2025,Towson,Coastal Athletic,21.0,35.0,0.0,0.375
2017,Troy,Sun Belt,31.0,25.0,0.0,0.554
2018,Troy,Sun Belt,42.0,21.0,0.0,0.667
2019,Troy,Sun Belt,31.0,29.0,0.0,0.517
2021,Troy,Sun Belt,27.0,26.0,0.0,0.509
2022,Troy,Sun Belt,32.0,24.0,0.0,0.571
2023,Troy,Sun Belt,40.0,22.0,0.0,0.645
2024,Troy,Sun Belt,37.0,22.0,0.0,0.627
2025,Troy,Sun Belt,39.0,21.0,0.0,0.65
2017,Tulane,American Athletic,27.0,31.0,0.0,0.466
2018,Tulane,American Athletic,25.0,33.0,0.0,0.431
2019,Tulane,American Athletic,32.0,26.0,0.0,0.552
2021,Tulane,American Athletic,31.0,24.0,0.0,0.564
2022,Tulane,American Athletic,33.0,26.0,1.0,0.558
2023,Tulane,American Athletic,19.0,42.0,0.0,0.311
2024,Tulane,American Athletic,36.0,26.0,0.0,0.581
2025,Tulane,American Athletic,33.0,25.0,0.0,0.5689655172413793
2017,UAB,American Athletic,24.0,31.0,0.0,0.436
2018,UAB,American Athletic,21.0,33.0,0.0,0.389
2019,UAB,American Athletic,27.0,29.0,0.0,0.482
2021,UAB,American Athletic,18.0,36.0,0.0,0.333
2022,UAB,American Athletic,31.0,25.0,0.0,0.554
2023,UAB,American Athletic,17.0,36.0,0.0,0.321
2024,UAB,American Athletic,26.0,29.0,0.0,0.473
2025,UAB,American Athletic,24.0,30.0,0.0,0.4444444444444444
2017,UAlbany,America East,26.0,26.0,0.0,0.5
2018,UAlbany,America East,20.0,28.0,0.0,0.417
2019,UAlbany,America East,28.0,23.0,0.0,0.549
2021,UAlbany,America East,22.0,25.0,0.0,0.468
2022,UAlbany,America East,22.0,25.0,0.0,0.468
2023,UAlbany,America East,9.0,34.0,1.0,0.216
2024,UAlbany,America East,15.0,34.0,1.0,0.31
2025,UAlbany,America East,22.0,32.0,0.0,0.4074074074074074
2017,UC Davis,Big West,21.0,30.0,0.0,0.412
2018,UC Davis,Big West,18.0,35.0,0.0,0.34
2019,UC Davis,Big West,19.0,31.0,0.0,0.38
2021,UC Davis,Big West,14.0,43.0,0.0,0.246
2022,UC Davis,Big West,6.0,35.0,0.0,0.146
2023,UC Davis,Big West,17.0,37.0,0.0,0.315
2024,UC Davis,Big West,29.0,27.0,0.0,0.518
2025,UC Davis,Big West,27.0,28.0,0.0,0.4909090909090909
2017,UC Irvine,Big West,23.0,33.0,0.0,0.411
2018,UC Irvine,Big West,32.0,24.0,0.0,0.571
2019,UC Irvine,Big West,37.0,17.0,0.0,0.685
2021,UC Irvine,Big West,43.0,18.0,0.0,0.705
2022,UC Irvine,Big West,32.0,24.0,0.0,0.571
2023,UC Irvine,Big West,38.0,17.0,0.0,0.691
2024,UC Irvine,Big West,45.0,14.0,0.0,0.763
2025,UC Irvine,Big West,43.0,17.0,0.0,0.7166666666666667
2017,UC Riverside,Big West,22.0,32.0,0.0,0.407
2018,UC Riverside,Big West,19.0,33.0,0.0,0.365
2019,UC Riverside,Big West,20.0,36.0,0.0,0.357
2021,UC Riverside,Big West,15.0,36.0,0.0,0.294
2022,UC Riverside,Big West,8.0,45.0,0.0,0.151
2023,UC Riverside,Big West,11.0,41.0,0.0,0.212
2024,UC Riverside,Big West,16.0,36.0,0.0,0.308
2025,UC Riverside,Big West,16.0,36.0,0.0,0.3076923076923077
2025,UC San Diego,Big West,26.0,25.0,0.0,0.5098039215686274
2017,UC Santa Barbara,Big West,24.0,32.0,0.0,0.429
2018,UC Santa Barbara,Big West,27.0,27.0,2.0,0.5
2019,UC Santa Barbara,Big West,45.0,11.0,0.0,0.804
2021,UC Santa Barbara,Big West,41.0,20.0,0.0,0.672
2022,UC Santa Barbara,Big West,44.0,14.0,0.0,0.759
2023,UC Santa Barbara,Big West,35.0,20.0,0.0,0.636
2024,UC Santa Barbara,Big West,44.0,14.0,0.0,0.759
2025,UC Santa Barbara,Big West,36.0,18.0,0.0,0.6666666666666666
2017,UCF,Big 12,40.0,22.0,0.0,0.645
2018,UCF,Big 12,35.0,21.0,0.0,0.625
2019,UCF,Big 12,36.0,22.0,0.0,0.621
2021,UCF,Big 12,31.0,30.0,0.0,0.508
2022,UCF,Big 12,35.0,25.0,0.0,0.583
2023,UCF,Big 12,33.0,26.0,0.0,0.559
2024,UCF,Big 12,37.0,21.0,0.0,0.638
2025,UCF,Big 12,29.0,26.0,0.0,0.5272727272727272
2017,UCLA,Big Ten,30.0,27.0,0.0,0.526
2018,UCLA,Big Ten,38.0,21.0,0.0,0.644
2019,UCLA,Big Ten,52.0,11.0,0.0,0.825
2021,UCLA,Big Ten,37.0,20.0,0.0,0.649
2022,UCLA,Big Ten,40.0,24.0,0.0,0.625
2023,UCLA,Big Ten,28.0,24.0,1.0,0.538
2024,UCLA,Big Ten,19.0,33.0,0.0,0.365
2025,UCLA,Big Ten,48.0,18.0,0.0,0.7272727272727273
2017,UConn,Big East,33.0,25.0,0.0,0.569
2018,UConn,Big East,37.0,22.0,1.0,0.625
2019,UConn,Big East,40.0,25.0,0.0,0.615
2021,UConn,Big East,34.0,19.0,0.0,0.642
2022,UConn,Big East,50.0,16.0,0.0,0.758
2023,UConn,Big East,44.0,17.0,0.0,0.721
2024,UConn,Big East,35.0,26.0,0.0,0.574
2025,UConn,Big East,38.0,21.0,0.0,0.6440677966101694
2017,UIC,Missouri Valley,39.0,17.0,0.0,0.696
2018,UIC,Missouri Valley,30.0,18.0,0.0,0.625
2019,UIC,Missouri Valley,29.0,23.0,0.0,0.558
2021,UIC,Missouri Valley,30.0,18.0,0.0,0.625
2022,UIC,Missouri Valley,22.0,25.0,0.0,0.468
2023,UIC,Missouri Valley,28.0,25.0,0.0,0.528
2024,UIC,Missouri Valley,35.0,20.0,0.0,0.636
2025,UIC,Missouri Valley,22.0,33.0,0.0,0.4
2018,UIW,Southland,29.0,26.0,0.0,0.527
2019,UIW,Southland,37.0,22.0,0.0,0.627
2021,UIW,Southland,21.0,28.0,0.0,0.429
2022,UIW,Southland,21.0,31.0,0.0,0.404
2023,UIW,Southland,28.0,26.0,0.0,0.519
2024,UIW,Southland,26.0,31.0,0.0,0.456
2025,UIW,Southland,17.0,33.0,0.0,0.34
2017,ULM,Sun Belt,12.0,43.0,0.0,0.218
2018,ULM,Sun Belt,23.0,31.0,0.0,0.426
2019,ULM,Sun Belt,27.0,31.0,0.0,0.466
2021,ULM,Sun Belt,26.0,26.0,0.0,0.5
2022,ULM,Sun Belt,20.0,35.0,1.0,0.366
2023,ULM,Sun Belt,17.0,37.0,0.0,0.315
2024,ULM,Sun Belt,25.0,30.0,0.0,0.455
2025,ULM,Sun Belt,22.0,33.0,0.0,0.4
2017,UMBC,America East,23.0,25.0,0.0,0.479
2018,UMBC,America East,22.0,29.0,0.0,0.431
2019,UMBC,America East,22.0,31.0,0.0,0.415
2021,UMBC,America East,17.0,26.0,0.0,0.395
2022,UMBC,America East,23.0,32.0,0.0,0.418
2023,UMBC,America East,30.0,27.0,0.0,0.526
2024,UMBC,America East,27.0,25.0,0.0,0.519
2025,UMBC,America East,18.0,28.0,0.0,0.391304347826087
2017,UMES,Northeast,12.0,40.0,0.0,0.231
2018,UMES,Northeast,12.0,41.0,0.0,0.226
2019,UMES,Northeast,10.0,44.0,0.0,0.185
2022,UMES,Northeast,17.0,37.0,0.0,0.315
2023,UMES,Northeast,18.0,37.0,0.0,0.327
2024,UMES,Northeast,0.0,48.0,0.0,0.0
2025,UMES,Northeast,,,,
2018,UMass Lowell,America East,25.0,29.0,0.0,0.463
2019,UMass Lowell,America East,20.0,36.0,0.0,0.357
2021,UMass Lowell,America East,19.0,28.0,0.0,0.404
2022,UMass Lowell,America East,28.0,30.0,0.0,0.483
2023,UMass Lowell,America East,20.0,35.0,0.0,0.364
2024,UMass Lowell,America East,24.0,31.0,0.0,0.436
2025,UMass Lowell,America East,18.0,35.0,0.0,0.33962264150943394
2017,UNC Asheville,Big South,25.0,32.0,0.0,0.439
2018,UNC Asheville,Big South,13.0,38.0,0.0,0.255
2019,UNC Asheville,Big South,16.0,36.0,0.0,0.308
2021,UNC Asheville,Big South,15.0,33.0,0.0,0.313
2022,UNC Asheville,Big South,21.0,29.0,1.0,0.422
2023,UNC Asheville,Big South,26.0,26.0,0.0,0.5
2024,UNC Asheville,Big South,22.0,28.0,0.0,0.44
2025,UNC Asheville,Big South,15.0,35.0,0.0,0.3
2017,UNC Greensboro,Southern Conference,36.0,24.0,0.0,0.6
2018,UNC Greensboro,Southern Conference,39.0,15.0,0.0,0.722
2019,UNC Greensboro,Southern Conference,34.0,20.0,0.0,0.63
2021,UNC Greensboro,Southern Conference,27.0,25.0,0.0,0.519
2022,UNC Greensboro,Southern Conference,34.0,30.0,0.0,0.531
2023,UNC Greensboro,Southern Conference,25.0,34.0,0.0,0.424
2024,UNC Greensboro,Southern Conference,33.0,21.0,0.0,0.611
2025,UNC Greensboro,Southern Conference,21.0,33.0,0.0,0.3888888888888889
2017,UNCW,Coastal Athletic,30.0,29.0,0.0,0.508
2018,UNCW,Coastal Athletic,39.0,23.0,0.0,0.629
2019,UNCW,Coastal Athletic,32.0,31.0,0.0,0.508
2021,UNCW,Coastal Athletic,32.0,22.0,0.0,0.593
2022,UNCW,Coastal Athletic,31.0,24.0,0.0,0.564
2023,UNCW,Coastal Athletic,34.0,23.0,0.0,0.596
2024,UNCW,Coastal Athletic,40.0,21.0,0.0,0.656
2025,UNCW,Coastal Athletic,34.0,24.0,0.0,0.5862068965517241
2017,UNLV,Mountain West,20.0,36.0,0.0,0.357
2018,UNLV,Mountain West,35.0,24.0,0.0,0.593
2019,UNLV,Mountain West,29.0,29.0,0.0,0.5
2021,UNLV,Mountain West,20.0,13.0,0.0,0.606
2022,UNLV,Mountain West,36.0,22.0,0.0,0.621
2023,UNLV,Mountain West,21.0,30.0,0.0,0.412
2024,UNLV,Mountain West,26.0,26.0,0.0,0.5
2025,UNLV,Mountain West,31.0,23.0,0.0,0.5740740740740741
2017,USC Upstate,Big South,24.0,31.0,0.0,0.436
2018,USC Upstate,Big South,23.0,28.0,1.0,0.452
2019,USC Upstate,Big South,23.0,30.0,0.0,0.434
2021,USC Upstate,Big South,37.0,16.0,0.0,0.698
2022,USC Upstate,Big South,35.0,22.0,1.0,0.612
2023,USC Upstate,Big South,38.0,22.0,0.0,0.633
2024,USC Upstate,Big South,36.0,24.0,0.0,0.6
2025,USC Upstate,Big South,36.0,25.0,0.0,0.5901639344262295
2017,UT Arlington,WAC,30.0,25.0,0.0,0.545
2018,UT Arlington,WAC,22.0,35.0,0.0,0.386
2019,UT Arlington,WAC,32.0,26.0,0.0,0.552
2021,UT Arlington,WAC,27.0,30.0,0.0,0.474
2022,UT Arlington,WAC,15.0,39.0,0.0,0.278
2023,UT Arlington,WAC,29.0,29.0,0.0,0.5
2024,UT Arlington,WAC,22.0,34.0,0.0,0.393
2025,UT Arlington,WAC,21.0,33.0,0.0,0.3888888888888889
2017,UT Martin,Ohio Valley,25.0,30.0,0.0,0.455
2018,UT Martin,Ohio Valley,11.0,40.0,0.0,0.216
2019,UT Martin,Ohio Valley,25.0,31.0,0.0,0.446
2021,UT Martin,Ohio Valley,19.0,29.0,0.0,0.396
2022,UT Martin,Ohio Valley,11.0,34.0,0.0,0.244
2023,UT Martin,Ohio Valley,22.0,34.0,0.0,0.393
2024,UT Martin,Ohio Valley,21.0,35.0,0.0,0.375
2025,UT Martin,Ohio Valley,20.0,34.0,0.0,0.37037037037037035
2017,UTRGV,Southland,26.0,28.0,0.0,0.481
2018,UTRGV,Southland,23.0,31.0,0.0,0.426
2019,UTRGV,Southland,34.0,21.0,0.0,0.618
2021,UTRGV,Southland,32.0,26.0,0.0,0.552
2022,UTRGV,Southland,33.0,25.0,0.0,0.569
2023,UTRGV,Southland,30.0,26.0,0.0,0.536
2024,UTRGV,Southland,29.0,25.0,0.0,0.537
2025,UTRGV,Southland,36.0,18.0,0.0,0.6666666666666666
2017,UTSA,American Athletic,29.0,28.0,0.0,0.509
2018,UTSA,American Athletic,32.0,24.0,0.0,0.571
2019,UTSA,American Athletic,28.0,30.0,0.0,0.483
2021,UTSA,American Athletic,22.0,26.0,0.0,0.458
2022,UTSA,American Athletic,38.0,20.0,0.0,0.655
2023,UTSA,American Athletic,38.0,19.0,0.0,0.667
2024,UTSA,American Athletic,32.0,24.0,0.0,0.571
2025,UTSA,American Athletic,47.0,15.0,0.0,0.7580645161290323
2017,Utah,Big 12,27.0,24.0,0.0,0.529
2018,Utah,Big 12,16.0,39.0,0.0,0.291
2019,Utah,Big 12,16.0,33.0,0.0,0.327
2021,Utah,Big 12,17.0,33.0,0.0,0.34
2022,Utah,Big 12,26.0,27.0,1.0,0.491
2023,Utah,Big 12,22.0,32.0,1.0,0.409
2024,Utah,Big 12,33.0,22.0,0.0,0.6
2025,Utah,Big 12,21.0,29.0,0.0,0.42
2025,Utah Tech,WAC,24.0,31.0,0.0,0.43636363636363634
2017,Utah Valley,WAC,18.0,36.0,0.0,0.333
2018,Utah Valley,WAC,15.0,37.0,0.0,0.288
2019,Utah Valley,WAC,15.0,41.0,0.0,0.268
2021,Utah Valley,WAC,10.0,47.0,0.0,0.175
2022,Utah Valley,WAC,18.0,37.0,0.0,0.327
2023,Utah Valley,WAC,34.0,24.0,0.0,0.586
2024,Utah Valley,WAC,29.0,29.0,0.0,0.5
2025,Utah Valley,WAC,33.0,29.0,0.0,0.532258064516129
2017,VCU,Atlantic 10,35.0,22.0,0.0,0.614
2018,VCU,Atlantic 10,34.0,23.0,0.0,0.596
2019,VCU,Atlantic 10,39.0,19.0,0.0,0.672
2021,VCU,Atlantic 10,38.0,16.0,0.0,0.704
2022,VCU,Atlantic 10,42.0,20.0,0.0,0.677
2023,VCU,Atlantic 10,25.0,30.0,0.0,0.455
2024,VCU,Atlantic 10,38.0,23.0,0.0,0.623
2025,VCU,Atlantic 10,17.0,37.0,0.0,0.3148148148148148
2017,VMI,Southern Conference,24.0,34.0,0.0,0.414
2018,VMI,Southern Conference,26.0,27.0,0.0,0.491
2019,VMI,Southern Conference,17.0,41.0,0.0,0.293
2021,VMI,Southern Conference,18.0,29.0,0.0,0.383
2022,VMI,Southern Conference,16.0,40.0,0.0,0.286
2023,VMI,Southern Conference,26.0,29.0,0.0,0.473
2024,VMI,Southern Conference,27.0,29.0,0.0,0.482
2025,VMI,Southern Conference,27.0,26.0,0.0,0.5094339622641509
2017,Valparaiso,Missouri Valley,24.0,29.0,0.0,0.453
2018,Valparaiso,Missouri Valley,19.0,34.0,0.0,0.358
2019,Valparaiso,Missouri Valley,14.0,36.0,0.0,0.28
2021,Valparaiso,Missouri Valley,16.0,35.0,0.0,0.314
2022,Valparaiso,Missouri Valley,16.0,32.0,0.0,0.333
2023,Valparaiso,Missouri Valley,20.0,27.0,0.0,0.426
2024,Valparaiso,Missouri Valley,14.0,38.0,0.0,0.269
2025,Valparaiso,Missouri Valley,,,,
2017,Vanderbilt,SEC,36.0,25.0,1.0,0.589
2018,Vanderbilt,SEC,35.0,27.0,0.0,0.565
2019,Vanderbilt,SEC,59.0,12.0,0.0,0.831
2021,Vanderbilt,SEC,49.0,18.0,0.0,0.731
2022,Vanderbilt,SEC,39.0,23.0,0.0,0.629
2023,Vanderbilt,SEC,42.0,20.0,0.0,0.677
2024,Vanderbilt,SEC,38.0,23.0,0.0,0.623
2025,Vanderbilt,SEC,43.0,18.0,0.0,0.7049180327868853
2017,Villanova,Big East,14.0,33.0,0.0,0.298
2018,Villanova,Big East,9.0,39.0,0.0,0.188
2019,Villanova,Big East,13.0,38.0,0.0,0.255
2021,Villanova,Big East,21.0,14.0,0.0,0.6
2022,Villanova,Big East,19.0,29.0,1.0,0.398
2023,Villanova,Big East,14.0,37.0,0.0,0.275
2024,Villanova,Big East,18.0,33.0,0.0,0.353
2025,Villanova,Big East,22.0,28.0,0.0,0.44
2017,Virginia,ACC,43.0,16.0,0.0,0.729
2018,Virginia,ACC,29.0,25.0,0.0,0.537
2019,Virginia,ACC,32.0,24.0,0.0,0.571
2021,Virginia,ACC,36.0,27.0,0.0,0.571
2022,Virginia,ACC,39.0,19.0,0.0,0.672
2023,Virginia,ACC,50.0,15.0,0.0,0.769
2024,Virginia,ACC,46.0,17.0,0.0,0.73
