Season,Player,Team,Class,POS,BA,OBP,SLG,OPS,GP,PA,AB,R,H,2B,3B,HR,RBI,HBP,BB,K,SB,CS,K%,BB%,K:BB,ISO,BABIP,wOBA,wRC,wRAA,wRC+,GB%,LD%,FB%,PU%,HR/FB%
2023,Michael Braswell III,South Carolina,SO,SS,0.255,0.372,0.353,0.725,50,183,153,21,39,8,2,1,25.0,1,28,40,1,1,21.9%,15.3%,1.43,0.098,0.336,0.347,25,-4,87,52.2%,24.3%,23.5%,0.0%,3.7%
2023,Michael Brooks,Kansas,SO,3B,0.298,0.392,0.505,0.897,54,234,198,42,59,15,1,8,34.0,7,25,39,2,0,16.7%,10.7%,1.56,0.207,0.333,0.405,43,6,116,35.6%,18.1%,46.3%,6.3%,10.8%
2023,Michael Campagna,San Francisco,SR,C,0.26,0.383,0.393,0.776,42,183,150,18,39,6,1,4,27.0,5,26,34,0,0,18.6%,14.2%,1.31,0.133,0.307,0.365,28,-1,96,39.8%,19.5%,40.7%,12.7%,8.3%
2023,Michael Carpentier,California Baptist,JR,C,0.323,0.379,0.5,0.879,58,258,232,31,75,17,0,8,33.0,7,15,47,2,1,18.2%,5.8%,3.14,0.177,0.374,0.396,46,5,111,42.2%,21.4%,36.4%,6.4%,11.8%
2023,Michael Dattalo,Northwestern State,FR,3B,0.372,0.447,0.561,1.007,56,262,223,44,83,18,0,8,39.0,7,27,20,2,2,7.6%,10.3%,0.74,0.188,0.375,0.449,57,15,137,41.3%,16.8%,41.8%,7.2%,9.2%
2023,Michael Eze,Georgetown,JR,2B,0.29,0.414,0.502,0.917,57,263,217,51,63,14,1,10,32.0,11,35,54,18,1,20.5%,13.3%,1.54,0.212,0.346,0.419,51,9,123,40.6%,18.1%,41.3%,8.1%,15.2%
2023,Michael Florides,Hofstra,SR,SS,0.266,0.299,0.302,0.601,45,154,139,26,37,5,0,0,14.0,0,7,22,2,2,14.3%,4.5%,3.18,0.036,0.314,0.283,14,-11,56,61.2%,10.3%,28.4%,7.8%,0.0%
2023,Michael Fuhrman,UC San Diego,SR,2B,0.287,0.433,0.533,0.965,48,215,167,44,48,11,3,8,36.0,9,36,59,10,3,27.4%,16.7%,1.64,0.246,0.388,0.434,44,10,130,27.5%,17.4%,55.0%,9.2%,13.3%
2023,Michael Golankiewicz,Merrimack,GR,LF,0.313,0.421,0.519,0.94,51,252,208,51,65,12,2,9,39.0,13,28,42,6,2,16.7%,11.1%,1.5,0.207,0.35,0.426,50,10,126,29.0%,19.8%,51.2%,9.9%,10.8%
2023,Michael Groves,UNC Asheville,JR,1B,0.283,0.388,0.508,0.896,50,224,187,48,53,7,1,11,35.0,3,31,46,1,2,20.5%,13.8%,1.49,0.225,0.316,0.402,41,5,114,38.2%,20.1%,41.7%,8.3%,18.3%
2023,Michael Kohn,George Washington,GR,1B,0.333,0.439,0.586,1.025,55,239,198,50,66,17,0,11,45.0,14,25,42,1,1,17.6%,10.5%,1.68,0.253,0.374,0.458,54,16,142,36.3%,17.8%,45.9%,7.0%,15.3%
2023,Michael McNamara,Kent State,JR,SS,0.288,0.412,0.567,0.979,57,260,208,51,60,20,1,12,53.0,10,37,33,5,5,12.7%,14.2%,0.89,0.279,0.286,0.434,54,12,130,31.1%,18.3%,50.6%,8.3%,13.2%
2023,Michael O'Hara,Santa Clara,SR,RF,0.324,0.419,0.465,0.883,53,263,213,52,69,12,3,4,39.0,13,26,27,6,4,10.3%,9.9%,1.04,0.141,0.346,0.405,48,7,116,38.7%,25.3%,36.0%,4.3%,6.0%
2023,Michael O'Shaughnessy,Davidson,FR,1B,0.306,0.453,0.506,0.958,52,232,180,42,55,4,1,10,44.0,16,34,53,0,2,22.8%,14.7%,1.55,0.2,0.378,0.439,49,12,132,38.0%,27.9%,34.1%,3.9%,22.7%
2023,Michael Robertson,Florida,FR,CF,0.231,0.36,0.28,0.64,58,228,186,41,43,4,1,1,19.0,5,33,47,11,4,20.6%,14.5%,1.42,0.048,0.302,0.318,26,-10,73,43.1%,24.6%,32.3%,3.1%,2.4%
2023,Michael Seegers,Iowa,JR,SS,0.322,0.428,0.449,0.877,60,277,227,57,73,7,5,4,31.0,7,36,31,17,4,11.2%,13.0%,0.86,0.128,0.358,0.409,52,8,118,41.7%,23.5%,34.8%,6.4%,6.2%
2023,Michael Snyder,Washington,JR,3B,0.254,0.376,0.482,0.857,53,237,193,36,49,9,1,11,49.0,16,24,56,0,1,23.6%,10.1%,2.34,0.228,0.292,0.388,40,3,107,36.2%,13.5%,50.4%,10.6%,15.5%
2023,Michael Torniero,Central Connecticut,SR,CF,0.324,0.379,0.414,0.793,38,164,145,26,47,10,0,1,25.0,8,6,13,2,2,7.9%,3.7%,2.14,0.09,0.346,0.369,25,-1,98,43.3%,16.5%,40.2%,10.2%,2.0%
2023,Michael Zarrillo,Lafayette,SO,DH,0.28,0.391,0.514,0.906,51,207,175,33,49,9,1,10,33.0,3,29,52,4,1,25.1%,14.0%,1.79,0.234,0.345,0.409,39,6,118,35.2%,13.9%,50.8%,4.9%,16.1%
2023,Miguel Larreal,Eastern Kentucky,JR,DH,0.332,0.442,0.477,0.919,50,235,193,48,64,10,0,6,34.0,6,33,42,9,1,17.9%,14.0%,1.28,0.145,0.397,0.425,47,9,125,52.1%,17.1%,30.8%,4.8%,13.3%
2023,Miguel Rivera,Indiana State,GR,1B,0.246,0.364,0.387,0.751,47,175,142,25,35,8,0,4,34.0,7,21,31,4,1,17.7%,12.0%,1.48,0.141,0.282,0.353,25,-3,90,40.4%,24.8%,34.9%,2.8%,10.5%
2023,Miguel Santos,Dallas Baptist,JR,2B,0.313,0.363,0.558,0.921,63,299,265,61,83,18,1,15,63.0,4,20,48,15,3,16.1%,6.7%,2.4,0.245,0.327,0.404,55,7,115,41.2%,14.9%,43.9%,7.2%,15.5%
2023,Miguel Useche,New Orleans,JR,DH,0.298,0.405,0.49,0.895,55,243,198,47,59,16,2,6,36.0,10,29,41,1,0,16.9%,11.9%,1.42,0.192,0.34,0.407,45,6,117,44.1%,13.0%,42.9%,7.5%,8.7%
2023,Mika Petersen,Brown,FR,DH,0.353,0.397,0.419,0.816,34,148,136,21,48,5,2,0,15.0,3,7,17,5,1,11.5%,4.7%,2.45,0.066,0.403,0.381,24,1,104,51.1%,19.1%,29.8%,5.3%,0.0%
2023,Mike Becchetti,Fairfield,SR,2B,0.329,0.438,0.586,1.024,55,270,222,66,73,16,1,13,54.0,8,36,41,6,3,15.2%,13.3%,1.14,0.257,0.355,0.457,61,18,141,41.1%,16.7%,42.2%,12.8%,17.1%
2023,Mike Boeve,Omaha,JR,3B,0.401,0.512,0.563,1.075,47,211,167,37,67,15,0,4,32.0,9,32,9,6,0,4.3%,15.2%,0.28,0.162,0.401,0.479,51,17,152,46.5%,18.2%,35.2%,3.8%,7.1%
2023,Mike Bolton Jr.,Purdue,SR,LF,0.281,0.434,0.412,0.845,48,201,153,44,43,3,4,3,16.0,15,27,38,28,3,18.9%,13.4%,1.41,0.131,0.354,0.403,37,5,115,51.4%,15.6%,33.0%,3.7%,8.3%
2023,Mike DeStefano,Canisius,SR,CF,0.329,0.394,0.448,0.842,51,240,210,37,69,15,2,2,48.0,1,23,34,20,2,14.2%,9.6%,1.48,0.119,0.381,0.388,41,3,107,44.1%,20.3%,35.6%,5.1%,3.2%
2023,Mike Dorcean,Coppin State,JR,C,0.264,0.432,0.419,0.851,44,170,129,28,34,8,0,4,24.0,14,25,38,2,0,22.4%,14.7%,1.52,0.155,0.341,0.405,31,4,115,39.3%,14.6%,46.1%,11.2%,9.8%
2023,Mike Gunning,Binghamton,JR,RF,0.285,0.381,0.492,0.873,50,217,179,42,51,18,2,5,31.0,7,24,42,5,2,19.4%,11.1%,1.75,0.207,0.336,0.394,38,4,110,32.6%,19.9%,47.5%,9.2%,7.5%
2023,Mike Handal,Fairfield,GR,RF,0.314,0.419,0.483,0.902,55,250,207,48,65,11,0,8,46.0,2,37,36,9,0,14.4%,14.8%,0.97,0.169,0.345,0.41,47,7,118,36.7%,20.1%,43.2%,5.9%,11.0%
2023,Mike Koszewski,Kansas,SO,CF,0.286,0.413,0.391,0.805,47,201,161,25,46,13,2,0,19.0,5,30,28,7,0,13.9%,14.9%,0.93,0.106,0.346,0.385,34,2,106,45.6%,20.8%,33.6%,9.6%,0.0%
2023,Mike Mancini,James Madison,FR,2B,0.284,0.413,0.388,0.801,56,253,201,48,57,9,3,2,36.0,2,43,46,11,8,18.2%,17.0%,1.07,0.104,0.357,0.381,42,1,104,46.8%,20.8%,32.5%,2.6%,4.0%
2023,Mike Rosario,Florida International,SR,RF,0.321,0.399,0.509,0.908,54,248,218,51,70,10,2,9,33.0,10,19,60,20,4,24.2%,7.7%,3.14,0.188,0.407,0.411,47,7,119,47.4%,17.9%,34.6%,4.5%,16.7%
2023,Mike Sears,Indiana State,JR,3B,0.261,0.389,0.563,0.952,62,270,222,46,58,10,0,19,62.0,15,32,100,2,2,37.0%,11.9%,3.11,0.302,0.375,0.416,52,9,121,28.2%,22.6%,49.2%,12.1%,31.1%
2023,Mike Sirota,Northeastern,SO,CF,0.346,0.472,0.678,1.149,55,265,214,73,74,9,4,18,54.0,7,44,49,19,2,18.5%,16.6%,1.11,0.332,0.381,0.501,69,27,163,38.2%,18.2%,43.6%,4.2%,25.0%
2023,Mike Swanholm,Stonehill,SR,3B,0.186,0.301,0.314,0.614,40,149,118,18,22,2,2,3,12.0,5,16,42,0,0,28.2%,10.7%,2.64,0.127,0.247,0.292,14,-9,60,36.4%,15.6%,48.1%,13.0%,8.1%
2023,Mikey Kane,Oregon State,SO,3B,0.281,0.396,0.475,0.871,59,269,221,52,62,14,1,9,38.0,10,33,35,6,0,13.0%,12.3%,1.06,0.195,0.298,0.4,48,6,113,34.4%,15.8%,49.7%,12.0%,9.9%
2023,Mikey Kluska,Richmond,JR,SS,0.325,0.381,0.5,0.881,54,222,194,34,63,9,5,5,35.0,7,13,48,6,2,21.6%,5.9%,3.66,0.175,0.4,0.397,39,4,112,32.9%,25.5%,41.6%,8.7%,8.1%
2023,Miller Ladusau,Abilene Christian,JR,DH,0.295,0.396,0.469,0.865,59,267,224,44,66,13,4,6,41.0,11,28,52,11,6,19.5%,10.5%,1.86,0.174,0.357,0.398,48,5,112,43.7%,21.3%,35.1%,2.3%,9.8%
2023,Mitch Jebb,Michigan State,JR,SS,0.337,0.438,0.495,0.933,50,241,202,41,68,15,7,1,36.0,5,32,28,14,4,11.6%,13.3%,0.87,0.158,0.385,0.429,49,10,127,39.9%,19.6%,40.5%,6.0%,1.5%
2023,Mitch Namie,New Mexico State,FR,LF,0.307,0.42,0.447,0.867,44,185,150,35,46,3,0,6,21.0,8,22,39,1,1,21.1%,11.9%,1.77,0.14,0.377,0.403,34,4,115,63.1%,19.8%,17.1%,2.7%,31.6%
2023,Mitch Voit,Michigan,FR,3B,0.267,0.338,0.439,0.777,53,211,187,28,50,9,1,7,32.0,3,18,50,0,0,23.7%,8.5%,2.79,0.171,0.326,0.353,30,-3,90,42.3%,11.7%,46.0%,10.2%,11.1%
2023,Mitchel Simon,California Baptist,JR,3B,0.305,0.359,0.639,0.999,57,259,233,44,71,21,0,19,55.0,2,20,79,2,2,30.5%,7.7%,3.96,0.335,0.374,0.426,52,11,126,36.1%,11.0%,52.9%,10.3%,23.2%
2023,Mitchell Daly,Texas,JR,SS,0.231,0.323,0.403,0.726,60,222,186,29,43,9,1,7,22.0,0,27,48,4,3,21.6%,12.2%,1.77,0.172,0.267,0.332,28,-7,80,36.5%,14.6%,48.9%,3.6%,10.4%
2023,Mitchell Hartigan,Florida Atlantic,SR,DH,0.257,0.353,0.393,0.746,58,249,214,36,55,12,1,5,46.0,4,29,52,0,0,20.9%,11.6%,1.8,0.136,0.314,0.348,35,-5,88,47.6%,20.7%,31.7%,6.7%,9.6%
2023,Mitchell Okuley,Ohio State,SR,RF,0.238,0.386,0.448,0.834,52,221,172,39,41,5,2,9,34.0,6,38,47,8,4,21.3%,17.2%,1.24,0.209,0.267,0.383,37,2,105,41.7%,11.8%,46.5%,8.7%,15.3%
2023,Mitchell Sanford,New Orleans,JR,RF,0.319,0.393,0.507,0.9,60,244,213,35,68,10,3,8,60.0,4,24,53,6,2,21.7%,9.8%,2.21,0.188,0.387,0.405,45,6,116,42.9%,19.0%,38.0%,5.5%,12.9%
2023,Mitchell Smith,UNC Greensboro,JR,3B,0.271,0.35,0.422,0.772,57,257,225,33,61,12,2,6,39.0,7,22,56,5,0,21.8%,8.6%,2.53,0.151,0.331,0.354,37,-4,90,32.0%,21.5%,46.5%,9.9%,7.5%
2023,Moises Guzman,Cal State Fullerton,JR,CF,0.256,0.423,0.387,0.81,50,222,168,40,43,16,0,2,24.0,9,41,55,10,2,24.8%,18.5%,1.34,0.131,0.363,0.39,38,3,108,24.1%,24.1%,51.9%,9.3%,3.6%
2023,Montclair Cain,UT Rio Grande Valley,GR,RF,0.284,0.375,0.493,0.869,56,254,215,45,61,15,3,8,49.0,4,30,48,7,3,18.9%,11.8%,1.6,0.209,0.325,0.392,44,4,109,41.1%,16.1%,42.9%,7.1%,11.1%
2023,Murf Gray,Fresno State,FR,3B,0.297,0.338,0.495,0.833,51,198,182,29,54,8,2,8,38.0,7,6,24,0,0,12.1%,3.0%,4.03,0.198,0.301,0.372,31,0,99,44.7%,16.1%,39.1%,11.8%,12.7%
2023,Myles Jefferson,Sam Houston,SR,SS,0.296,0.395,0.446,0.841,63,277,233,57,69,15,1,6,51.0,13,27,54,10,5,19.5%,9.7%,2.01,0.15,0.358,0.389,47,3,108,42.7%,19.1%,38.2%,10.1%,8.8%
2023,Myles Sargent,Maine,SO,3B,0.277,0.341,0.447,0.787,43,178,159,23,44,9,0,6,21.0,5,11,58,3,1,32.6%,6.2%,5.26,0.17,0.396,0.358,26,-2,93,33.3%,20.6%,46.1%,7.8%,12.8%
2023,Myles White,Jackson State,JR,3B,0.321,0.467,0.405,0.872,46,173,131,32,42,9,1,0,20.0,11,26,31,3,1,17.9%,15.0%,1.19,0.084,0.416,0.42,34,6,123,48.5%,33.3%,18.2%,1.0%,0.0%
2023,Nander De Sedas,Florida State,SR,2B,0.233,0.298,0.405,0.703,50,185,163,24,38,6,2,6,20.0,6,9,56,4,1,30.3%,4.9%,6.18,0.172,0.317,0.321,22,-8,74,45.6%,10.7%,43.7%,4.9%,13.3%
2023,Narvin Booker,Mississippi Valley State,SO,CF,0.283,0.445,0.384,0.829,38,135,99,28,28,6,2,0,11.0,8,21,29,24,6,21.5%,15.6%,1.38,0.101,0.4,0.403,25,3,115,31.6%,19.3%,49.1%,17.5%,0.0%
2023,Nate Anderson,Gardner-Webb,SO,LF,0.298,0.383,0.5,0.883,55,239,198,39,59,15,2,7,38.0,7,24,34,23,2,14.2%,10.0%,1.42,0.202,0.319,0.395,42,4,111,39.4%,13.9%,46.7%,9.7%,9.1%
2023,Nate Chronis,Winthrop,SO,1B,0.212,0.362,0.295,0.657,50,193,146,29,31,6,0,2,22.0,5,31,37,1,1,19.2%,16.1%,1.19,0.082,0.264,0.323,23,-8,75,42.3%,21.6%,36.0%,5.4%,5.0%
2023,Nate DeYoung,Milwaukee,SR,DH,0.222,0.311,0.365,0.676,47,191,167,20,37,12,0,4,23.0,6,16,34,5,1,17.8%,8.4%,2.12,0.144,0.254,0.316,22,-9,72,31.5%,16.2%,52.3%,8.5%,5.9%
2023,Nate Goranson,William & Mary,JR,C,0.231,0.384,0.408,0.793,52,217,169,37,39,10,1,6,39.0,13,31,47,3,2,21.7%,14.3%,1.52,0.178,0.277,0.371,34,0,99,45.5%,16.3%,38.2%,4.9%,12.8%
2023,Nate LaRue,Auburn,SR,C,0.177,0.282,0.298,0.58,48,164,141,17,25,2,0,5,15.0,3,18,58,4,2,35.4%,11.0%,3.22,0.121,0.253,0.277,14,-12,53,29.8%,19.0%,51.2%,13.1%,11.6%
2023,Nate Nankil,Cal State Fullerton,JR,RF,0.316,0.384,0.468,0.853,55,270,237,39,75,21,0,5,39.0,5,23,37,5,2,13.7%,8.5%,1.61,0.152,0.354,0.388,46,3,108,43.3%,19.4%,37.3%,7.0%,6.7%
2023,Nate Stocum,Western Carolina,JR,LF,0.243,0.317,0.472,0.789,54,244,218,41,53,11,0,13,45.0,4,20,51,4,1,20.9%,8.2%,2.55,0.229,0.258,0.353,35,-4,90,30.7%,15.7%,53.6%,12.0%,14.6%
2023,Nate Thomas,Saint Joseph’s,GR,3B,0.339,0.443,0.567,1.01,46,210,171,40,58,7,1,10,53.0,3,32,40,1,0,19.0%,15.2%,1.25,0.228,0.384,0.447,45,12,136,36.3%,25.2%,38.5%,6.7%,19.2%
2023,Nathan Archer,Bowling Green,SO,CF,0.282,0.357,0.497,0.854,50,214,181,32,51,8,2,9,39.0,1,24,52,10,4,24.3%,11.2%,2.17,0.215,0.331,0.376,35,1,102,43.6%,12.0%,44.4%,6.8%,15.3%
2023,Nathan Bandy,Southern Illinois,JR,RF,0.332,0.409,0.468,0.878,52,232,205,37,68,14,1,4,25.0,4,23,22,11,1,9.5%,9.9%,0.96,0.137,0.358,0.402,42,5,114,33.0%,20.3%,46.7%,8.8%,4.7%
2023,Nathan Brasher,Brown,SO,RF,0.235,0.285,0.278,0.563,32,127,115,13,27,1,2,0,13.0,3,5,33,6,2,26.0%,3.9%,6.67,0.043,0.329,0.269,10,-10,49,46.3%,13.8%,40.0%,8.8%,0.0%
2023,Nathan Humphreys,Dallas Baptist,SO,CF,0.351,0.45,0.644,1.094,53,240,202,58,71,15,1,14,53.0,2,35,49,19,2,20.4%,14.6%,1.4,0.292,0.407,0.479,58,20,152,44.1%,15.8%,40.1%,2.0%,23.0%
2023,Nathan Rose,Bowling Green,SR,3B,0.254,0.373,0.463,0.836,49,213,177,31,45,17,1,6,41.0,7,27,31,3,3,14.6%,12.7%,1.15,0.209,0.277,0.379,35,1,103,36.7%,14.3%,49.0%,11.6%,8.3%
2023,Nathan Waugh,Cornell,JR,C,0.33,0.423,0.573,0.996,28,123,103,21,34,7,0,6,23.0,4,14,32,0,0,26.0%,11.4%,2.28,0.243,0.418,0.442,26,7,134,41.7%,19.4%,38.9%,8.3%,21.4%
2023,Nic Ericsson,VCU,JR,C,0.243,0.398,0.439,0.837,49,193,148,40,36,9,1,6,27.0,13,27,42,0,1,21.8%,14.0%,1.56,0.196,0.291,0.389,33,2,108,37.0%,12.0%,50.9%,13.0%,10.9%
2023,Nic Nelson,South Dakota State,SR,3B,0.299,0.399,0.619,1.018,52,233,197,43,59,9,3,16,54.0,4,30,40,3,0,17.2%,12.9%,1.33,0.32,0.301,0.445,50,13,135,31.6%,17.1%,51.3%,13.3%,19.8%
2023,Nich Klemp,Portland,GR,C,0.39,0.449,0.592,1.041,51,237,213,56,83,25,0,6,45.0,6,17,25,3,0,10.5%,7.2%,1.46,0.202,0.423,0.468,55,18,147,44.3%,20.8%,35.0%,7.1%,9.4%
2023,Nicholas Rucker,Eastern Illinois,JR,1B,0.295,0.411,0.464,0.875,51,228,183,36,54,13,0,6,29.0,7,31,50,2,0,21.9%,13.6%,1.61,0.169,0.369,0.403,41,5,115,24.4%,27.4%,48.1%,5.9%,9.2%
2023,Nick Arrivo,Akron,GR,3B,0.283,0.393,0.409,0.802,55,242,198,41,56,9,2,4,25.0,7,31,35,15,2,14.5%,12.8%,1.13,0.126,0.321,0.376,39,1,101,44.7%,21.1%,34.2%,6.2%,7.3%
2023,Nick Brassington,Queens (NC),GR,LF,0.274,0.358,0.474,0.832,54,243,215,46,59,18,2,7,29.0,15,13,34,1,1,14.0%,5.3%,2.64,0.2,0.299,0.38,40,1,104,37.6%,16.9%,45.5%,8.4%,8.6%
2023,Nick Burch,Navy,SR,CF,0.243,0.353,0.42,0.773,50,204,169,33,41,11,5,3,27.0,9,21,32,10,2,15.7%,10.3%,1.52,0.178,0.279,0.359,30,-2,93,42.0%,21.7%,36.2%,4.3%,6.0%
2023,Nick Calero,Davidson,JR,3B,0.285,0.407,0.397,0.804,54,264,214,51,61,9,0,5,31.0,2,44,50,3,1,18.9%,16.7%,1.13,0.112,0.346,0.379,43,1,103,33.3%,23.6%,43.0%,7.3%,7.0%
2023,Nick Colina,Kennesaw State,SR,LF,0.309,0.496,0.528,1.024,53,247,178,49,55,11,5,6,29.0,14,53,43,6,1,17.4%,21.5%,0.81,0.219,0.377,0.471,58,19,148,35.3%,20.3%,44.4%,9.8%,10.2%
2023,Nick Dardas,Central Michigan,JR,C,0.23,0.403,0.336,0.739,45,160,122,24,28,7,0,2,17.0,6,30,39,1,1,24.4%,18.8%,1.3,0.107,0.317,0.363,24,-1,95,40.0%,20.0%,40.0%,15.0%,6.3%
2023,Nick DiPietrantonio,Princeton,JR,3B,0.268,0.349,0.423,0.772,45,189,168,29,45,8,0,6,31.0,1,20,43,1,2,22.8%,10.6%,2.15,0.155,0.328,0.355,27,-3,91,48.4%,21.0%,30.6%,3.2%,15.8%
2023,Nick Dolan,Ohio,SO,SS,0.226,0.308,0.333,0.641,46,187,159,28,36,14,0,1,22.0,5,15,45,4,0,24.1%,8.0%,3.01,0.107,0.302,0.303,19,-10,65,30.3%,21.1%,48.6%,13.8%,1.9%
2023,Nick Erwin,Ohio State,SR,3B,0.29,0.398,0.372,0.77,54,222,183,35,53,12,0,1,24.0,0,35,38,7,0,17.1%,15.8%,1.08,0.082,0.354,0.366,34,-1,97,38.7%,21.8%,39.4%,7.7%,1.8%
2023,Nick Forney,Iona,SR,CF,0.292,0.37,0.388,0.758,45,200,178,31,52,9,1,2,21.0,8,14,49,14,2,24.5%,7.0%,3.5,0.096,0.394,0.357,29,-3,92,50.8%,20.6%,28.6%,3.2%,5.6%
2023,Nick Gnardellis,Delaware State,FR,C,0.228,0.321,0.476,0.797,40,168,145,25,33,9,0,9,25.0,10,11,45,2,1,26.8%,6.5%,4.12,0.248,0.258,0.357,25,-2,92,34.3%,6.9%,58.8%,14.7%,15.0%
2023,Nick Gooden,Morehead State,SO,2B,0.262,0.336,0.401,0.737,52,227,202,36,53,8,1,6,38.0,9,14,47,2,3,20.7%,6.2%,3.34,0.139,0.313,0.339,30,-6,83,52.0%,15.1%,32.9%,4.6%,12.0%
2023,Nick Goodwin,Kansas State,JR,SS,0.285,0.394,0.511,0.905,59,274,221,46,63,10,2,12,57.0,9,36,37,13,4,13.5%,13.1%,1.03,0.226,0.283,0.403,50,6,115,25.7%,20.9%,53.4%,9.9%,11.8%
2023,Nick Gore,New Mexico State,JR,C,0.28,0.361,0.462,0.823,41,166,143,23,40,5,0,7,31.0,2,18,28,0,1,16.9%,10.8%,1.56,0.182,0.297,0.372,26,0,99,44.1%,14.4%,41.5%,11.9%,14.3%
2023,Nick Gregory,Ball State,JR,CF,0.261,0.422,0.358,0.78,56,234,176,46,46,11,3,0,21.0,5,46,33,6,1,14.1%,19.7%,0.72,0.097,0.315,0.379,38,1,103,37.8%,15.4%,46.9%,5.6%,0.0%
2023,Nick Groves,Niagara,FR,CF,0.339,0.504,0.421,0.925,47,240,171,40,58,8,3,0,22.0,4,57,39,21,7,16.3%,23.8%,0.68,0.082,0.426,0.443,51,13,134,43.9%,22.0%,34.1%,2.3%,0.0%
2023,Nick Hassan,Kennesaw State,JR,C,0.275,0.324,0.38,0.705,46,191,171,24,47,12,0,2,32.0,3,11,17,5,2,8.9%,5.8%,1.53,0.105,0.29,0.325,23,-7,76,55.8%,15.6%,28.6%,3.2%,4.5%
2023,Nick Iannantone,East Tennessee State,JR,DH,0.389,0.468,0.554,1.022,49,204,175,41,68,14,3,3,27.0,4,23,25,2,0,12.3%,11.3%,1.09,0.166,0.439,0.466,47,15,145,51.7%,20.5%,27.8%,2.6%,7.1%
2023,Nick Iverson,UC Davis,JR,3B,0.218,0.283,0.296,0.579,44,161,142,15,31,9,1,0,13.0,6,8,25,0,5,15.5%,5.0%,3.1,0.077,0.258,0.275,13,-12,52,37.3%,18.6%,44.1%,16.1%,0.0%
2023,Nick Kurtz,Wake Forest,SO,1B,0.353,0.527,0.784,1.311,56,265,190,76,67,10,0,24,69.0,9,63,50,5,0,18.9%,23.8%,0.79,0.432,0.364,0.551,79,37,187,34.3%,13.6%,52.1%,5.0%,32.9%
2023,Nick Leehey,UC Davis,SO,1B,0.259,0.353,0.362,0.716,53,216,185,27,48,10,0,3,20.0,5,23,48,0,0,22.2%,10.6%,2.09,0.103,0.331,0.338,28,-6,83,40.6%,21.0%,38.4%,5.8%,5.7%
2023,Nick Lopez,Southern California,SR,DH,0.273,0.328,0.465,0.793,48,186,172,29,47,12,0,7,26.0,4,10,22,0,0,11.8%,5.4%,2.19,0.192,0.28,0.358,27,-2,93,43.5%,12.2%,44.2%,4.8%,10.8%
2023,Nick Lorusso,Maryland,SR,3B,0.379,0.446,0.765,1.211,61,303,264,74,100,20,2,26,105.0,1,34,46,3,0,15.2%,11.2%,1.36,0.386,0.378,0.518,82,34,171,37.1%,15.8%,47.1%,3.2%,25.0%
2023,Nick Lucky,Coastal Carolina,GR,CF,0.307,0.441,0.57,1.012,63,293,228,62,70,19,1,13,58.0,13,45,65,19,1,22.2%,15.4%,1.44,0.263,0.37,0.45,64,17,138,36.5%,19.8%,43.7%,6.0%,17.8%
2023,Nick Marinconz,Long Beach State,JR,SS,0.268,0.306,0.318,0.624,52,220,198,23,53,8,1,0,26.0,6,7,33,4,2,15.0%,3.2%,4.69,0.051,0.312,0.292,21,-14,60,39.1%,23.7%,37.3%,8.3%,0.0%
2023,Nick Markantonatos,Saint Peter’s,JR,CF,0.331,0.427,0.545,0.972,47,214,178,42,59,10,2,8,36.0,11,21,44,6,4,20.6%,9.8%,2.1,0.213,0.395,0.437,45,11,132,24.0%,21.6%,54.4%,8.8%,11.8%
2023,Nick Melton,Queens (NC),GR,3B,0.185,0.26,0.291,0.552,44,178,151,16,28,5,1,3,23.0,8,8,47,2,1,26.4%,4.5%,5.87,0.106,0.243,0.261,13,-16,45,44.2%,14.4%,41.3%,11.5%,7.0%
2023,Nick Mitchell,Western Illinois,SO,CF,0.354,0.454,0.568,1.022,49,230,192,42,68,17,6,4,24.0,3,33,25,8,2,10.9%,14.3%,0.76,0.214,0.39,0.46,52,16,142,37.3%,24.1%,38.6%,5.4%,6.3%
2023,Nick Oakley,UC Santa Barbara,JR,2B,0.197,0.274,0.352,0.627,43,136,122,16,24,5,1,4,22.0,4,9,36,2,3,26.5%,6.6%,4.02,0.156,0.244,0.29,13,-9,59,57.1%,10.7%,32.1%,7.1%,14.8%
2023,Nick Rodriguez,Missouri State,SO,SS,0.291,0.381,0.422,0.803,56,273,237,49,69,10,0,7,35.0,0,35,51,0,0,18.7%,12.8%,1.46,0.131,0.344,0.372,43,0,100,49.5%,18.3%,32.3%,2.7%,11.7%
2023,Nick Romano,UCF,SR,1B,0.319,0.402,0.523,0.925,57,250,216,41,69,12,1,10,41.0,8,23,36,1,0,14.4%,9.2%,1.57,0.204,0.343,0.416,48,8,121,42.3%,23.6%,34.1%,5.5%,16.1%
2023,Nick Roselli,Binghamton,SO,2B,0.357,0.441,0.587,1.028,52,230,196,45,70,7,4,10,61.0,2,29,23,4,3,10.0%,12.6%,0.79,0.23,0.364,0.456,51,15,141,53.4%,17.2%,29.3%,5.2%,19.6%
2023,Nick Salas,CSU Bakersfield,JR,2B,0.216,0.391,0.248,0.639,52,201,153,31,33,3,1,0,17.0,8,36,32,8,3,15.9%,17.9%,0.89,0.033,0.273,0.332,25,-7,80,45.8%,20.8%,33.3%,5.8%,0.0%
2023,Nick Wang,Boston College,SO,3B,0.233,0.352,0.457,0.809,56,253,210,40,49,12,1,11,43.0,1,39,47,1,1,18.6%,15.4%,1.21,0.224,0.245,0.365,39,-2,96,37.4%,16.6%,46.0%,12.3%,14.7%
